protocol	condition	replicate	unit_name	strandedness	colour	readlen	umi	umi_bc	adapters	fq1	fq2	sra
Gene_Yeo_UCSD_eCLIP	K562_UTP3_eCLIP	2	lane1	reverse	#FF8814	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF901ESA/@@download/ENCFF901ESA.fastq.gz	https://www.encodeproject.org/files/ENCFF612CUM/@@download/ENCFF612CUM.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_SSB_eCLIP	1	lane1	reverse	#FF720D	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF734LCT/@@download/ENCFF734LCT.fastq.gz	https://www.encodeproject.org/files/ENCFF677KYJ/@@download/ENCFF677KYJ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_SSB_eCLIP	2	lane1	reverse	#FF720D	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF258RPS/@@download/ENCFF258RPS.fastq.gz	https://www.encodeproject.org/files/ENCFF676BHH/@@download/ENCFF676BHH.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_WRN_eCLIP	1	lane1	reverse	#FF700C	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF553UKA/@@download/ENCFF553UKA.fastq.gz	https://www.encodeproject.org/files/ENCFF137XEJ/@@download/ENCFF137XEJ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_WRN_eCLIP	2	lane1	reverse	#FF700C	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF673VLP/@@download/ENCFF673VLP.fastq.gz	https://www.encodeproject.org/files/ENCFF548GPO/@@download/ENCFF548GPO.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_PABPC4_eCLIP	1	lane1	reverse	#FF8613	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF662IWF/@@download/ENCFF662IWF.fastq.gz	https://www.encodeproject.org/files/ENCFF440SQF/@@download/ENCFF440SQF.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_PABPC4_eCLIP	2	lane1	reverse	#FF8613	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF484RUL/@@download/ENCFF484RUL.fastq.gz	https://www.encodeproject.org/files/ENCFF478YTR/@@download/ENCFF478YTR.fastq.gz	
Gene_Yeo_UCSD_seCLIP	K562_ELAC2_seCLIP	2	lane1	yes	#CE6CFC	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF908GRB/@@download/ENCFF908GRB.fastq.gz		
Gene_Yeo_UCSD_seCLIP	K562_ELAC2_seCLIP	1	lane1	yes	#CE6CFC	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF893MRC/@@download/ENCFF893MRC.fastq.gz		
Gene_Yeo_UCSD_seCLIP	K562_EXOSC10_seCLIP	1	lane1	yes	#CC6DFC	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF219AFL/@@download/ENCFF219AFL.fastq.gz		
Gene_Yeo_UCSD_seCLIP	K562_EXOSC10_seCLIP	2	lane1	yes	#CC6DFC	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF538WWX/@@download/ENCFF538WWX.fastq.gz		
Gene_Yeo_UCSD_eCLIP	K562_IGF2BP1_eCLIP	1	lane1	reverse	#FF8C15	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF399XVR/@@download/ENCFF399XVR.fastq.gz	https://www.encodeproject.org/files/ENCFF088JXR/@@download/ENCFF088JXR.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_IGF2BP1_eCLIP	2	lane1	reverse	#FF8C15	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF383VVS/@@download/ENCFF383VVS.fastq.gz	https://www.encodeproject.org/files/ENCFF271KYF/@@download/ENCFF271KYF.fastq.gz	
Gene_Yeo_UCSD_seCLIP	K562_HNRNPK_seCLIP	1	lane1	yes	#FF7F11	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF935EPG/@@download/ENCFF935EPG.fastq.gz		
Gene_Yeo_UCSD_seCLIP	K562_HNRNPK_seCLIP	2	lane1	yes	#FF7F11	75	TRUE	NNNNNNNNNN	Illumina	https://www.encodeproject.org/files/ENCFF244ZIB/@@download/ENCFF244ZIB.fastq.gz		
Gene_Yeo_UCSD_eCLIP	K562_EXOSC5_eCLIP	2	lane1	reverse	#FF5B06	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF357QDX/@@download/ENCFF357QDX.fastq.gz	https://www.encodeproject.org/files/ENCFF193VEK/@@download/ENCFF193VEK.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_EXOSC5_eCLIP	1	lane1	reverse	#FF5B06	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF609MDJ/@@download/ENCFF609MDJ.fastq.gz	https://www.encodeproject.org/files/ENCFF293TAU/@@download/ENCFF293TAU.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_UPF1_eCLIP	1	lane1	reverse	#FF8613	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF170KCT/@@download/ENCFF170KCT.fastq.gz	https://www.encodeproject.org/files/ENCFF493EKO/@@download/ENCFF493EKO.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_UPF1_eCLIP	2	lane1	reverse	#FF8613	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF425NCO/@@download/ENCFF425NCO.fastq.gz	https://www.encodeproject.org/files/ENCFF466HWF/@@download/ENCFF466HWF.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_DDX3X_eCLIP	2	lane1	reverse	#FFA31C	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF943MML/@@download/ENCFF943MML.fastq.gz	https://www.encodeproject.org/files/ENCFF357NSP/@@download/ENCFF357NSP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_DDX3X_eCLIP	1	lane1	reverse	#FFA31C	40	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF151JUK/@@download/ENCFF151JUK.fastq.gz	https://www.encodeproject.org/files/ENCFF029BAQ/@@download/ENCFF029BAQ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_DHX30_eCLIP	1	lane1	reverse	#FF6409	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF797NFN/@@download/ENCFF797NFN.fastq.gz	https://www.encodeproject.org/files/ENCFF969FSD/@@download/ENCFF969FSD.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_DHX30_eCLIP	2	lane1	reverse	#FF6409	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF831CXB/@@download/ENCFF831CXB.fastq.gz	https://www.encodeproject.org/files/ENCFF827KOV/@@download/ENCFF827KOV.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_LARP7_eCLIP	2	lane1	reverse	#FF5F07	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF803VTZ/@@download/ENCFF803VTZ.fastq.gz	https://www.encodeproject.org/files/ENCFF256RGM/@@download/ENCFF256RGM.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_LARP7_eCLIP	1	lane1	reverse	#FF5F07	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF905YHV/@@download/ENCFF905YHV.fastq.gz	https://www.encodeproject.org/files/ENCFF327HGP/@@download/ENCFF327HGP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_LARP4_eCLIP	1	lane1	reverse	#FFBA23	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF365UUW/@@download/ENCFF365UUW.fastq.gz	https://www.encodeproject.org/files/ENCFF276CTM/@@download/ENCFF276CTM.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_LARP4_eCLIP	2	lane1	reverse	#FFBA23	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF362EMN/@@download/ENCFF362EMN.fastq.gz	https://www.encodeproject.org/files/ENCFF163HLQ/@@download/ENCFF163HLQ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_EIF4G2_eCLIP	2	lane1	reverse	#FF9217	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF537IFC/@@download/ENCFF537IFC.fastq.gz	https://www.encodeproject.org/files/ENCFF683WKJ/@@download/ENCFF683WKJ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_EIF4G2_eCLIP	1	lane1	reverse	#FF9217	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF699HKX/@@download/ENCFF699HKX.fastq.gz	https://www.encodeproject.org/files/ENCFF723JSM/@@download/ENCFF723JSM.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_RBM15_eCLIP	1	lane1	reverse	#FF9618	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF060IFR/@@download/ENCFF060IFR.fastq.gz	https://www.encodeproject.org/files/ENCFF172MCY/@@download/ENCFF172MCY.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_RBM15_eCLIP	2	lane1	reverse	#FF9618	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF923FKJ/@@download/ENCFF923FKJ.fastq.gz	https://www.encodeproject.org/files/ENCFF869TEZ/@@download/ENCFF869TEZ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_FUBP3_eCLIP	2	lane1	reverse	#FFB722	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF231PRV/@@download/ENCFF231PRV.fastq.gz	https://www.encodeproject.org/files/ENCFF126AZS/@@download/ENCFF126AZS.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_FUBP3_eCLIP	1	lane1	reverse	#FFB722	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF442NVV/@@download/ENCFF442NVV.fastq.gz	https://www.encodeproject.org/files/ENCFF938RNB/@@download/ENCFF938RNB.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_YWHAG_eCLIP	1	lane1	reverse	#FFA81D	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF498FKK/@@download/ENCFF498FKK.fastq.gz	https://www.encodeproject.org/files/ENCFF973PMP/@@download/ENCFF973PMP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_YWHAG_eCLIP	2	lane1	reverse	#FFA81D	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF010GZO/@@download/ENCFF010GZO.fastq.gz	https://www.encodeproject.org/files/ENCFF803FES/@@download/ENCFF803FES.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_AKAP8L_eCLIP	1	lane1	reverse	#FF9518	40	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF941NZR/@@download/ENCFF941NZR.fastq.gz	https://www.encodeproject.org/files/ENCFF443KRX/@@download/ENCFF443KRX.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_AKAP8L_eCLIP	2	lane1	reverse	#FF9518	40	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF368HXQ/@@download/ENCFF368HXQ.fastq.gz	https://www.encodeproject.org/files/ENCFF228RUA/@@download/ENCFF228RUA.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_TARDBP_eCLIP	2	lane1	reverse	#FF730D	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF661TYX/@@download/ENCFF661TYX.fastq.gz	https://www.encodeproject.org/files/ENCFF218BOC/@@download/ENCFF218BOC.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_TARDBP_eCLIP	1	lane1	reverse	#FF730D	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF734UEC/@@download/ENCFF734UEC.fastq.gz	https://www.encodeproject.org/files/ENCFF147JYD/@@download/ENCFF147JYD.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_PRPF8_eCLIP	1	lane1	reverse	#FF5906	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF378HIP/@@download/ENCFF378HIP.fastq.gz	https://www.encodeproject.org/files/ENCFF975SKP/@@download/ENCFF975SKP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_PRPF8_eCLIP	2	lane1	reverse	#FF5906	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF792GSE/@@download/ENCFF792GSE.fastq.gz	https://www.encodeproject.org/files/ENCFF343JQN/@@download/ENCFF343JQN.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_FAM120A_eCLIP	2	lane1	reverse	#FF6008	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF874PCG/@@download/ENCFF874PCG.fastq.gz	https://www.encodeproject.org/files/ENCFF820TME/@@download/ENCFF820TME.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_FAM120A_eCLIP	1	lane1	reverse	#FF6008	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF352HXC/@@download/ENCFF352HXC.fastq.gz	https://www.encodeproject.org/files/ENCFF094VBR/@@download/ENCFF094VBR.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_UCHL5_eCLIP	1	lane1	reverse	#FFAE1F	46	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF096AKL/@@download/ENCFF096AKL.fastq.gz	https://www.encodeproject.org/files/ENCFF787FER/@@download/ENCFF787FER.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_UCHL5_eCLIP	2	lane1	reverse	#FFAE1F	46	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF155EKG/@@download/ENCFF155EKG.fastq.gz	https://www.encodeproject.org/files/ENCFF807WFX/@@download/ENCFF807WFX.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_NIPBL_eCLIP	1	lane1	reverse	#FF8914	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF742IAV/@@download/ENCFF742IAV.fastq.gz	https://www.encodeproject.org/files/ENCFF022RTU/@@download/ENCFF022RTU.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_NIPBL_eCLIP	2	lane1	reverse	#FF8914	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF658FIC/@@download/ENCFF658FIC.fastq.gz	https://www.encodeproject.org/files/ENCFF325XUV/@@download/ENCFF325XUV.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_ZC3H11A_eCLIP	1	lane1	reverse	#FF4B02	55	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF696WFR/@@download/ENCFF696WFR.fastq.gz	https://www.encodeproject.org/files/ENCFF730ZZF/@@download/ENCFF730ZZF.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_ZC3H11A_eCLIP	2	lane1	reverse	#FF4B02	55	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF735ZUW/@@download/ENCFF735ZUW.fastq.gz	https://www.encodeproject.org/files/ENCFF378WQX/@@download/ENCFF378WQX.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_YBX3_eCLIP	2	lane1	reverse	#FF710D	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF428UJW/@@download/ENCFF428UJW.fastq.gz	https://www.encodeproject.org/files/ENCFF594XZD/@@download/ENCFF594XZD.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_YBX3_eCLIP	1	lane1	reverse	#FF710D	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF070GQY/@@download/ENCFF070GQY.fastq.gz	https://www.encodeproject.org/files/ENCFF593QXS/@@download/ENCFF593QXS.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_AGGF1_eCLIP	2	lane1	reverse	#FFAF1F	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF290RMT/@@download/ENCFF290RMT.fastq.gz	https://www.encodeproject.org/files/ENCFF914VHS/@@download/ENCFF914VHS.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_AGGF1_eCLIP	1	lane1	reverse	#FFAF1F	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF505DQW/@@download/ENCFF505DQW.fastq.gz	https://www.encodeproject.org/files/ENCFF243EOW/@@download/ENCFF243EOW.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_KHSRP_eCLIP	1	lane1	reverse	#FF4801	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF014LLF/@@download/ENCFF014LLF.fastq.gz	https://www.encodeproject.org/files/ENCFF973MWU/@@download/ENCFF973MWU.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_KHSRP_eCLIP	2	lane1	reverse	#FF4801	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF538QCY/@@download/ENCFF538QCY.fastq.gz	https://www.encodeproject.org/files/ENCFF901KIG/@@download/ENCFF901KIG.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_WDR43_eCLIP	1	lane1	reverse	#FF6E0C	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF503AHN/@@download/ENCFF503AHN.fastq.gz	https://www.encodeproject.org/files/ENCFF133XVB/@@download/ENCFF133XVB.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_WDR43_eCLIP	2	lane1	reverse	#FF6E0C	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF577MTW/@@download/ENCFF577MTW.fastq.gz	https://www.encodeproject.org/files/ENCFF291FNE/@@download/ENCFF291FNE.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_PABPN1_eCLIP	2	lane1	reverse	#FF4500	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF937NJC/@@download/ENCFF937NJC.fastq.gz	https://www.encodeproject.org/files/ENCFF049DAF/@@download/ENCFF049DAF.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_PABPN1_eCLIP	1	lane1	reverse	#FF4500	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF009PZB/@@download/ENCFF009PZB.fastq.gz	https://www.encodeproject.org/files/ENCFF482ULC/@@download/ENCFF482ULC.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_WDR3_eCLIP	1	lane1	reverse	#FF6C0B	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF915BUQ/@@download/ENCFF915BUQ.fastq.gz	https://www.encodeproject.org/files/ENCFF270QTE/@@download/ENCFF270QTE.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_WDR3_eCLIP	2	lane1	reverse	#FF6C0B	44	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF953XOY/@@download/ENCFF953XOY.fastq.gz	https://www.encodeproject.org/files/ENCFF733LSZ/@@download/ENCFF733LSZ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_NONO_eCLIP	2	lane1	reverse	#FF9819	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF724ERL/@@download/ENCFF724ERL.fastq.gz	https://www.encodeproject.org/files/ENCFF008LDP/@@download/ENCFF008LDP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_NONO_eCLIP	1	lane1	reverse	#FF9819	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF109GPL/@@download/ENCFF109GPL.fastq.gz	https://www.encodeproject.org/files/ENCFF896KWG/@@download/ENCFF896KWG.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_APOBEC3C_eCLIP	1	lane1	reverse	#FF8312	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF260KKZ/@@download/ENCFF260KKZ.fastq.gz	https://www.encodeproject.org/files/ENCFF082VYL/@@download/ENCFF082VYL.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_APOBEC3C_eCLIP	2	lane1	reverse	#FF8312	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF315VJK/@@download/ENCFF315VJK.fastq.gz	https://www.encodeproject.org/files/ENCFF315EQH/@@download/ENCFF315EQH.fastq.gz	
Gene_Yeo_UCSD_eCLIP	adrenal_gland_DGCR8_eCLIP	1	lane1	reverse	#FF670A	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF046KYE/@@download/ENCFF046KYE.fastq.gz	https://www.encodeproject.org/files/ENCFF082KBD/@@download/ENCFF082KBD.fastq.gz	
Gene_Yeo_UCSD_eCLIP	adrenal_gland_DGCR8_eCLIP	2	lane1	reverse	#FF670A	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF919UCQ/@@download/ENCFF919UCQ.fastq.gz	https://www.encodeproject.org/files/ENCFF554LXY/@@download/ENCFF554LXY.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_NOL12_eCLIP	2	lane1	reverse	#FF9919	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF241ABH/@@download/ENCFF241ABH.fastq.gz	https://www.encodeproject.org/files/ENCFF906PLZ/@@download/ENCFF906PLZ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_NOL12_eCLIP	1	lane1	reverse	#FF9919	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF483TJU/@@download/ENCFF483TJU.fastq.gz	https://www.encodeproject.org/files/ENCFF765OCP/@@download/ENCFF765OCP.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_HLTF_eCLIP	1	lane1	reverse	#FF7C10	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF325PJW/@@download/ENCFF325PJW.fastq.gz	https://www.encodeproject.org/files/ENCFF442CAN/@@download/ENCFF442CAN.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_HLTF_eCLIP	2	lane1	reverse	#FF7C10	45	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF538MPL/@@download/ENCFF538MPL.fastq.gz	https://www.encodeproject.org/files/ENCFF814HAY/@@download/ENCFF814HAY.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_HNRNPA1_eCLIP	2	lane1	reverse	#FF5404	39	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF997GSC/@@download/ENCFF997GSC.fastq.gz	https://www.encodeproject.org/files/ENCFF361AWK/@@download/ENCFF361AWK.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_HNRNPA1_eCLIP	1	lane1	reverse	#FF5404	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF068NOP/@@download/ENCFF068NOP.fastq.gz	https://www.encodeproject.org/files/ENCFF224UUW/@@download/ENCFF224UUW.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_CPSF6_eCLIP	1	lane1	reverse	#FF6108	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF776TRJ/@@download/ENCFF776TRJ.fastq.gz	https://www.encodeproject.org/files/ENCFF394FNH/@@download/ENCFF394FNH.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_CPSF6_eCLIP	2	lane1	reverse	#FF6108	43	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF975ABT/@@download/ENCFF975ABT.fastq.gz	https://www.encodeproject.org/files/ENCFF420PXR/@@download/ENCFF420PXR.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_MATR3_eCLIP	2	lane1	reverse	#FF6A0B	55	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF891MFI/@@download/ENCFF891MFI.fastq.gz	https://www.encodeproject.org/files/ENCFF527QLM/@@download/ENCFF527QLM.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_MATR3_eCLIP	1	lane1	reverse	#FF6A0B	55	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF453ITV/@@download/ENCFF453ITV.fastq.gz	https://www.encodeproject.org/files/ENCFF927IJF/@@download/ENCFF927IJF.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_CSTF2_eCLIP	2	lane1	reverse	#FFB521	46	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF597QAD/@@download/ENCFF597QAD.fastq.gz	https://www.encodeproject.org/files/ENCFF408GJH/@@download/ENCFF408GJH.fastq.gz	
Gene_Yeo_UCSD_eCLIP	HepG2_CSTF2_eCLIP	1	lane1	reverse	#FFB521	46	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF366XCA/@@download/ENCFF366XCA.fastq.gz	https://www.encodeproject.org/files/ENCFF180MDZ/@@download/ENCFF180MDZ.fastq.gz	
Gene_Yeo_UCSD_eCLIP	K562_NOLC1_eCLIP	2	lane1	reverse	#FFA51C	50	TRUE		Illumina	https://www.encodeproject.org/files/ENCFF498BYQ/@@download/ENCFF498BYQ.fastq.gz	https://www.encodeproject.org/files/ENCFF678KRL/@@download/ENCFF678KRL.fastq.gz	
